sizes,cpu_means,cpu_stds,gpu_means,gpu_stds
64,0.3624166666666666,0.026880781031973177,0.11186933333333333,0.006719104173093975
128,1.4344999999999999,0.03913544855157963,0.22457066666666667,0.004725155752870892
256,5.941916666666667,0.06204764074662486,0.64208,0.020761687792662707
512,26.62183333333334,0.07012825551959943,2.3571173333333335,0.03312386568959338
1024,129.38966666666667,0.18515954081698416,8.282298666666668,0.024945954452687227
2048,531.0073333333333,0.5546539962495135,31.819362749999996,0.06312493587207958
4096,2303.2115833333332,9.98531109896206,123.99793875,2.787749033191806
8192,9239.449666666667,88.00531355391132,439.44857016666657,34.3041850443918
16384,36854.199499999995,204.1480380395971,1704.5378010833335,39.48470169772269
