sobel_loop_interchange_1
   2.11071
   2.11469
   2.11779
   2.11352
   2.11319
   2.10826
   2.11124
   2.11901
   2.11105
   2.10956
   2.10876
   2.11003

sobel_loop_interchange_2
   2.08368
   2.08334
    2.0861
   2.08052
    2.0839
   2.08385
   2.08549
   2.08315
    2.0806
    2.0803
   2.07813
   2.07734

sobel_loop_unroll_conv2d
   1.63302
   1.63829
   1.63299
   1.63351
   1.63234
   1.63148
   1.63246
   1.63325
   1.63262
   1.61907
   1.62334
   1.62198

sobel_loop_fusion
   1.64137
   1.64286
   1.64044
   1.64222
   1.64245
   1.64359
    1.6474
   1.64435
   1.64927
   1.64774
   1.64316
   1.64309

sobel_csee
   1.65038
   1.64872
   1.65482
   1.66005
   1.71159
   1.65126
   1.65488
   1.65353
   1.64891
    1.6532
   1.66454
   1.67311

function_inlining
   1.61751
   1.61748
   1.61792
   1.62282
   1.62339
   1.62323
    1.6195
   1.61905
   1.61133
   1.61428
    1.6158
   1.61481

multi_elim
    1.6225
   1.62001
   1.61643
   1.61932
   1.62234
   1.61452
   1.61071
   1.61312
   1.61684
   1.61734
   1.61891
   1.61325

common_sub_expr_2
   1.59722
   1.59953
   1.60866
   1.60647
   1.60538
   1.60303
   1.60317
    1.6035
   1.60148
    1.6009
   1.60313
   1.60137

